date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:28:45	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/My%20Web%20Sites/usafunding/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://usafundingapplications.org/v9/c/)
04:28:46	94889/94889	---M-Z	200	added ('OK')	text/css	etag:%22172a9-5f49c48e6840c-gzip%22	https://usafundingapplications.org/v9/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-includes/css/dist/block-library/style.min6a4d.css	(from https://usafundingapplications.org/v9/c/)
04:28:47	217/217	---M-Z	200	added ('OK')	text/css	etag:%22d9-5f49c48e6746c-gzip%22	https://usafundingapplications.org/v9/wp-includes/css/classic-themes.min.css?ver=1	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-includes/css/classic-themes.min68b3.css	(from https://usafundingapplications.org/v9/c/)
04:28:47	48061/48061	---M-Z	200	added ('OK')	text/css	etag:%22bbbd-5f99e48a38c9f-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style6a4d.css	(from https://usafundingapplications.org/v9/c/)
04:28:48	8220/8220	---M-Z	200	added ('OK')	application/javascript	etag:%22201c-5dd936e61c41e-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/jquery.formatter.min.js?ver=1	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/jquery.formatter.min68b3.js	(from https://usafundingapplications.org/v9/c/)
04:28:48	5819/5819	---M--	200	added ('OK')	image/png	etag:%2216bb-5dd9715ace93e%22	https://usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_philadelphia_business_journal.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_philadelphia_business_journal.png	(from https://usafundingapplications.org/v9/c/)
04:28:48	6575/6575	---M--	200	added ('OK')	image/png	etag:%2219af-5dd9712971e12%22	https://usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_dallas_business_journal.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_dallas_business_journal.png	(from https://usafundingapplications.org/v9/c/)
04:28:49	7914/7914	---M--	200	added ('OK')	image/png	etag:%221eea-5dd96f21e91d1%22	https://usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_tmcnet.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_tmcnet.png	(from https://usafundingapplications.org/v9/c/)
04:28:49	5462/5462	---M--	200	added ('OK')	image/png	etag:%221556-5dd96dba9208b%22	https://usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_yahoo_finance.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/uploads/2019/07/logo_yahoo_finance.png	(from https://usafundingapplications.org/v9/c/)
04:28:50	2967/2967	---M-Z	200	added ('OK')	application/javascript	etag:%22b97-5dd936e63a87e-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/navigation.js?ver=20151215	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/navigation4a7d.js	(from https://usafundingapplications.org/v9/c/)
04:28:51	685/685	---M-Z	200	added ('OK')	application/javascript	etag:%222ad-5dd936e61c41e-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/skip-link-focus-fix.js?ver=20151215	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/skip-link-focus-fix4a7d.js	(from https://usafundingapplications.org/v9/c/)
04:28:51	332/332	---M-Z	200	added ('OK')	application/javascript	etag:%2214c-5efd1ec49702a-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/custom.js?ver=20151215	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/js/custom4a7d.js	(from https://usafundingapplications.org/v9/c/)
04:28:52	4178/4178	---M-Z	200	added ('OK')	image/gif	etag:%225eb03fd5-1052%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/ajax-loader.gif	C:/My%20Web%20Sites/usafunding/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/ajax-loader.gif	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/slick-theme.css)
04:28:52	1281082/1281082	---M--	200	added ('OK')	image/png	etag:%22138c3a-5b08dd5ee1568%22	https://churchofjesuschristmediasources.com/images/5f74ebfd8e7aa-share_the_light.png	C:/My%20Web%20Sites/usafunding/churchofjesuschristmediasources.com/images/5f74ebfd8e7aa-share_the_light.png	(from https://usafundingapplications.org/v9/c/)
04:28:52	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.eot	C:/My%20Web%20Sites/usafunding/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/slick-theme.css)
04:28:53	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.eot?	C:/My%20Web%20Sites/usafunding/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slickd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/slick-theme.css)
04:28:54	1380/1380	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-564%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.woff	C:/My%20Web%20Sites/usafunding/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.woff	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/slick-theme.css)
04:28:54	1892/1892	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-764%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.ttf	C:/My%20Web%20Sites/usafunding/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/slick-theme.css)
04:28:55	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03fd5-868%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.svg	C:/My%20Web%20Sites/usafunding/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/fonts/slick.svg	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/slick-theme.css)
04:28:56	167154/167154	---M--	200	added ('OK')	image/png	etag:%2228cf2-5dd95759fc092%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/banner-short.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/banner-short.png	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:28:57	280/280	---M-Z	200	added ('OK')	image/svg+xml	etag:%22118-5dd937158eb9f-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/header-space-filler.svg	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/header-space-filler.svg	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:28:57	98238/98238	---M--	200	added ('OK')	image/png	etag:%2217fbe-5dd937152e0c0%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/banner-rectangle-optimized.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/banner-rectangle-optimized.png	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:28:58	724431/724431	---M--	200	added ('OK')	image/png	etag:%22b0dcf-5dd95e36870e4%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/computer-header.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/computer-header.png	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:28:58	539/539	---M-Z	200	added ('OK')	image/svg+xml	etag:%2221b-5dd93715bba5f-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/testimonial-section.svg	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/testimonial-section.svg	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:28:58	296/296	---M-Z	200	added ('OK')	image/svg+xml	etag:%22128-5dd937156f79f-gzip%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/header-space-filler-rotated.svg	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/header-space-filler-rotated.svg	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:28:59	103244/103244	---M--	200	added ('OK')	image/jpeg	etag:%221934c-5dd937157843f%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/city-optimized.jpg	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/city-optimized.jpg	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:29:00	64988/64988	---M--	200	added ('OK')	image/png	etag:%22fddc-5dd937152e0c0%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/application-banner-optimized.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/application-banner-optimized.png	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
04:29:00	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Tue,%2016%20May%202023%2015:29:48%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.0/slick-theme.css)
04:29:00	350746/350746	---M--	200	added ('OK')	image/png	etag:%2255a1a-5dd95efb4dfbb%22	https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/online-training.png	C:/My%20Web%20Sites/usafunding/usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/assets/images/online-training.png	(from https://usafundingapplications.org/v9/wp-content/themes/trevor-base-theme/style.css?ver=6.1.1)
